,Clean_Text,Label
1242,aksi adab mangoded bandung hak asasi manusia selamathariham harihaminternasional,netral
1243,status ppkm nataru umum anies keluar kepgub riza sabar aniesbaswedan,netral
1244,aksi adab mangoded bandung hak asasi manusia selamathariham harihaminternasional,netral
1245,ppkm batal,netral
1246,aksi adab mangoded bandung hak asasi manusia selamathariham harihaminternasional humanrights innalillahi,netral
1247,libur batal ppkm oke kenan gomen,positif
1248,arah informasi apel pagi anev ppkm pimpin kanit provos polsek tanjung morawa ipt,positif
1249,laksana giat patrolli gabung polsek gondang rangka laksana ppkm level ii batas mob,positif
1250,ganggu guat perintah resmi larang mudik nataru,positif
1251,jumat desember selesai laksana giat patroli gabung polse,positif
1252,jogjawarta warta baru daerah istimewa yogyakarta sarikan next ppkm,netral
1253,sido mosok mumpung urung ppkm,positif
1254,wujud peduli wilayah laksana giat patroli rangka laksana ppkm level batas mobilitas perp,positif
1255,ppkm hak mudah ekspos,netral
1256,laku batas giat masyarakat ppkm level jakarta laku tanggal november desembe,positif
1257,ppkm level batal pemkot salatiga batas giat libur nataru,positif
1258,zode cecilia mules cek racunshopee ppkm belanjamurah,netral
1259,ppkm beneran,netral
1260,ppkm nataru bupati fauzi ajak masyarakat sumenep patuh prokes,positif
1261,bismillah promo usaha cetak thegameawards gameawards money spidermannowayhome,netral
1262,ppkm level batal phri banyuwangi optimistis okupansi hotel,netral
1263,percaya siti sundari lbp curiga bisnis pcr lain ppkm hadir raya islam,netral
1264,sesuai ppkm natal,netral
1265,ppkm karantina setan wujud manusia,negatif
1266,ppkm tingkat cuti natal years kmn esp pulkam,netral
1267,mendagri terbit instruksi sesuai ppkm natal,positif
1268,hotel restoran sambut angin segar ppkm batal,positif
1269,ppkm level terap libur nataru batal terap alas,positif
1270,janji libur nunggu ppkm jadiin libur travel,positif
1271,zaman ppkm infj ubah enfj,netral
1272,otak waras oke alas relevan issue kovid,netral
1273,pimpin apel pagi kabid inteldakim ingat jajar lapor refleksi prokes terap ppkm,positif
1274,lihat jalan jalan longgar prokesnya omicron mata bijak,positif
1275,ppkm level batal batas ketat malang pos laku batas giat masyarakat ppkm leve,positif
1276,selamet ppkm dadi seng arep iso,positif
1277,terap ppkm nataru diam rumah mobilitas samasama cegah omricon rajalela indonesi,positif
1278,persen ppkm,netral
1279,bandaaceh viruscorona coronavirus ppkm banda aceh masuk level ppkm,positif
1280,ppkm level batal pemkot tangsel kaji ulang atur songsong,positif
1281,reisa abar kembang baru ppkm bas level vaksinasi kini,netral
1282,gm bear alat pel lantai praktis ultra mop briny small green khaki cek lt klik,netral
1283,wakil presiden tiada ppkm level dorong ekonomi,positif
1284,sido ono ppkm teh mboten nggih,netral
1285,tuntut professional peran ppkm hujat anne aneh arya kissing,negatif
1286,inmendagri baru keluar atur ppkm simak isi,positif
1287,ppkm batal protokol sehat ketat aman,positif
1288,mendagri terbit instruksi sesuai ppkm natal ppkm mendagri,positif
1289,sesuai ppkm natal,netral
1290,jakarta macet ppkm,negatif
1291,edisi mumpung jalan jalan landa ppkm kali leon ketemu teman baya koko kenn,positif
1292,ppkm urus wewenang ikan hiu,negatif
1293,perintah batal terap ppkm level nataru atur jalan negeri libur nata,positif
1294,ppkm level libur nataru batal wisata magelang sambut unjung,positif
1295,antisipasi ramai libur nataru polres bogor tutup jalur puncak liburnataru,positif
1296,enek cuti keren enek ppkm baginda hormat sang raja raja,positif
1297,ppkm level resmi batal ketat jatim tunggu arah pusat ppkmlevelbatal,positif
1298,tau ppkm libur cepat tau ppkm meanwhile weekday weekend kerja,positif
1299,ppkm batal coba jalan req kota today jakarta pusat rr didm sebut kota availjak,positif
1300,ppkm nataru bupati fauzi ajak masyarakat sumenep patuh prokes,positif
1301,cod sameday top living set sapu pengki dustpan broom bersih lantai sapu order klik,netral
1302,bikin ppkm bilang buat susah rakyat ppkm dibatalin bilang ppkmhanyauntukmuslim wtfff,negatif
1303,gara gara ungkap bisnis pcr opung lbp batal atur ppkm nataru ppkmhanyauntukmuslim,negatif
1304,pensiun nyaman gibran lae bobby nggantiin senang,netral
1305,ppkmhanyauntukmuslim ppkm laku ramdhan syawal,netral
1306,perintah batal atur ppkm level,positif
1307,mendagri laku sesuai ppkm natal,positif
1308,ppkm nataru laku batas giat masyarakat ppkm natal laku,positif
1309,batal terap ppkm level perintah pusat pemkot bandar lampung laku ketat jelang,positif
1310,ppkm udahan mending jalan jalan,positif
1311,teman teman ppkm cerita pohon pohon anggrek layu,positif
1312,batal terap ppkm level perintah pusat pemkot bandar lampung laku eta,positif
1313,ppkm level libur nataru batal lahir ppkm nataru,positif
1314,babinsa koramil grabag sertu kelik polsek grabag melaksanakank sosialisasi laku ppkm natuna,positif
1315,atur antisipasi sebar,positif
1316,lt klik linknya desember sim gopay reksadana jumat racunshopee racunshopee,netral
1317,babinsa koramil grabag sertu puji raharjo polsek grabag melaksanakank sosialisasi laku ppkm natu,positif
1318,terap ppkm nataru diam rumah mobilitas samasama cegah omricon rajalela,positif
1319,personil polsek srandakan pimpin kanit samapta iptu agus dwi sh laksana kryd giat ppkm level patroli,positif
1320,terap ppkm nataru indonesiasehatindonesiahebat bersatulawancovid negeripulihdenganvaksin,positif
1321,anies lanjur teken putus ppkm level nataru jelas wakil gubernur ariza,netral
1322,atur antisipasi sebar,netral
1323,ppkm muslim,netral
1324,beda ppkm level batal sempurna ppkm,netral
1325,ppkm level batal mendagri tito karnavian revisi atur nataru,positif
1326,sesuai ppkm natal,positif
1327,astagfirullah ppkm dilaksanain hmpir indo rakyat reak kare,netral
1328,omgg undur ppkm peluk jauhh okayy being sad,positif
1329,pemkot palangka raya lanjut ppkm level desember,positif
1330,sejarah singkat dunia psbb bangkrut beli saham ganti nama ppkm ppkm masuk investor nama ppkm nataru,netral
1331,ppkm level batal pemkot tangsel tinjau atur,positif
1332,mikir gaada libur jalan jalan ppkm stress,negatif
1333,repairable kabel data charger usb type fast charging iphone oppo cek,netral
1334,batal ppkm level nasional potensi picu mobilitas nataru,negatif
1335,waw lengkap instruksi baru mendagri ganti ppkm level natal gereja mall,positif
1336,sesuai ppkm natal keluar mendagri,netral
1337,catat atur jalan nataru ppkm level batal,netral
1338,gampang urus cuti kerja karaoke kue ulang bulan ppkm training,positif
1339,ppkm nataru batal komisi ix pdip waspada gelombang pimpin daerah panglima kendali,positif
1340,ppkm level batal dprd sumatera utara perintah plin plan,netral
1341,ruf sekat khawatir dampak roda ekonomi,positif
1342,kabar jombang ppkm level batal terap jombang laku ketat,positif
1343,perintah kota surakarta terap atur kait mudik susul laku batas keg,positif
1344,timbang indo batalin ppkm level nataru,positif
1345,ppkm level,netral
1346,sesuai ppkm natal tuang instruksi mendagri,positif
1347,perintah batal ppkm level nataru syarat jalan daerah,positif
1348,ppkm level batal jalan utama kota klaten tutup jam malam lengkap,positif
1349,oooohhhhh ppkm level batal wakil presiden perintah sekat akibat mobilitas,positif
1350,ppkm level nataru batal upaya penuh target pad wisata gunungkidul nilai berat,negatif
1351,sesuai ppkm natal,netral
1352,live now perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm level,positif
1353,disetting mondar mandir nyata klarifikasi konpers,negatif
1354,bilang nikah kemarin undang monmaap salah,netral
1355,kabid humas polda jabar tabur baik polisi kodim cimahi beras sepeda,positif
1356,ppkm level batal jelas kepala dinas didik palangka raya,positif
1357,ppkm level batal jelas kepala dinas didik palangka raya,positif
1358,beritasampit ppkm level batal jelas kepala dinas didik palangka raya,positif
1359,kabid humas polda jabar polisi gerebeg pasar kadipaten gelar vaksinasi masa ppkm,negatif
1360,ppkm level nataru batal wali kota kendari,positif
1361,perintah batal ppkm level nataru syarat jalan daerah,positif
1362,doa mohon rezeki amiin geis sophia latjuba rumin makassar ppkm boikotjne,positif
1363,ppkm level nataru batal upaya penuh target pad wisata gunungkidul nilai berat,positif
1364,abis tumpuk berita ppkm jawa bal vaksin bayar natal kalem,negatif
1365,lengah vaksinasi kunci tito buka rapa,netral
1366,post bantu warga dampak ppkm walikota makassar siap bantu sembako has been published on,positif
1367,laku jalan wajib vaksin rapid test antigen jam,positif
1368,batal patuh,negatif
1369,siang sesuai tetap ppkm level jakarta layan transjakarta korid,positif
1370,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
1371,drama ppkm efek domino mayan refund cancel smp abis juta acara booking venue pabeulit,negatif
1372,resep pergi kondisi darurat stop mandatori vaksin cov hidup normal,positif
1373,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
1374,lengah vaksinasi kunci tito buka rapa,netral
1375,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
1376,perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm le,positif
1377,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
1378,keset kamar mandi keset kaki super serap anti air original batu diatomite by weis rprb klik,netral
1379,ppkm level nataru batal terap dprd diy prokes ketat,positif
1380,dukung program ppkm vaksinasi,positif
1381,rahmad handoyo imbau ppkm level nataru pek,positif
1382,rahmad handoyo imbau ppkm level nataru pek,positif
1383,kukar personel polres kukar bersam tim gabung giat ppkm level laksana,positif
1384,jenis vaxin kopet suruh nyuntikin tubuh kawan kebal,positif
1385,undi simpedes virtual dukung ppkm darurat,positif
1386,samsul arif kepala desa pulau telo dukung bijak perintah laksana vaksanaan vaksinasi ppkm,positif
1387,atur susul batal ppkm level rencana terap libur,positif
1388,teknisi ppkm,netral
1389,post rakor ppkm indonesia mendagri tito puji pemkot makassar baik tracing sehat warga has,positif
1390,masyarakat kurang mobilitas jelang nataru perintah bijak terap ppkm level,negatif
1391,perintah putus ubah skema ppkm level periode libur natal,positif
1392,dukung ppkm polsek bunut tni laku operasi yustisi,positif
1393,menit perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm,positif
1394,perintah putus ubah skema ppkm level periode libur natal,positif
1395,dukung ppkm polsek bunut tni laku operasi yustisi,positif
1396,perintah putus ubah skema ppkm level periode libur natal,positif
1397,rekomendasi snack cemilan murah ppkm thread,netral
1398,perintah putus ubah skema ppkm level periode libur natal,positif
1399,perintah putus ubah skema ppkm level periode libur natal,positif
1400,ppkm level batal,netral
1401,niat ppkm puasa lebaran ppkm level gosah nanggung,positif
1402,ppkm level batal waspada,negatif
1403,wisata banyuwangi buka libur nataru atur unjung batas maksimal persen tota,positif
1404,unit sabhara polsek bantul laksana giat patroli dialogis himbauan ppkm sambang pes,positif
1405,libur sekolah semester ganjil tiada kemarin masuk libur ppkm,positif
1406,sinis fleksibel puji kaku sinis,negatif
1407,kabid humas polda jabar bosan polisi subang bansos sembako masyarakat massa ppkm,positif
1408,nataru besok ppkm omicron takut elebep sia,negatif
1409,sekat ppkm darurat jalur alternatif jepara rusak,negatif
1410,rapat makji jaga jarak ppkm,positif
1411,ppkm jey,netral
1412,kunci motor nyelip ppkm makan shopeefood njajan shopeefood,positif
1413,pandang alam impi ppkm pada muter rumah,positif
1414,bawa agama meru ppkm bawa agama rasional malu islam sebe,positif
1415,rakor ppkm vaksinasi pangdam ix udayana hadir vidcon panglima tni,positif
1416,longgar ppkm level batal sri sultan masyarakat sadar terap prokes ket,positif
1417,ppkm,netral
1418,jam perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm lev,positif
1419,survei kemenhub batal ppkm level juta pergi nataru,positif
1420,ppkm nataru batal atur jalan musim libur,positif
1421,saudara saudara ppkm indonesia agama tagar,positif
1422,ppkm level batal jalan utama kota klaten tutup jam malam lengkap,positif
1423,luhut batal ppkm level anies jalan,positif
1424,permisi kakak kakak tugas butuh responden sedia ngisi penuh,positif
1425,ppkmhanyauntukmuslim ppkmhanyauntukmuslim,positif
1426,hilang dampak ppkm vaksinasi mutasi omicron,negatif
1427,perintah luhut binsar panjaitan menko marves umum batal terap ppkm level periode natal tah,positif
1428,mohon maaf ppkm terima tamu bisa nerima jiakh,positif
1429,legislator pdi juang masyarakat lengah ppkm level nataru batal pdiperjuangan solidberger,positif
1430,ngegoreng ppkm diadain islam ajaa,positif
1431,subhanallah miris hapus rakyat ekonomi jatuh akibat ppkm darurat level turun sesuai,negatif
1432,jual netflix premium netflix hari garansi full pakai jualnetflix netflixpremium netflix,netral
1433,jual netflix premium netflix hari garansi full pakai jualnetflix netflixpremium,netral
1434,ppkm vaksinasi cegah omicron indonesiasehatindonesiahebat bersatulawancovid negeripulihdenganvaksin,positif
1435,ppkm darurat celaka kudus sebab,negatif
1436,batal laku batas giat masyarakat ppkm level periode natal nataru,positif
1437,level sekat kurang,negatif
1438,atur baru nataru ganti ppkm level kait wisata mall gereja,positif
1439,sekat jelang natal menhub ganti ppkm level koranjakarta nasional,positif
1440,atur lengkap nataru ganti ppkm level kait wisata mall gereja,positif
1441,ramadhan pengenx ppkm,positif
1442,kam larang kowi ppkm anak paham,negatif
1443,wujud kondusifitas wilayah jumat desember anggota koramil kalijambe melaks,positif
1444,bijak laku batas giat masyarakat ppkm level laku jakarta nara,positif
1445,giat ppkm level babinsa kodim gianyar pantau laksana posyandu,positif
1446,nyimak thread from this this rumah akibat ppkm,positif
1447,jogja ppkm,netral
1448,tutup ppkm,negatif
1449,suksekan ppkm dukung program vaksinasi,positif
1450,kukar jajar polres kuta kartanegara bagi bantu sosial bansos beras masyarakat yan,positif
1451,kukar personel polres kukar bersam tim gabung giat ppkm level laksana giat terap sip,positif
1452,babinsa koramil padang timur laksana giat ppkm skala mikro pasar simpang haru menghimbau masyar,positif
1453,dukung program perintah cegah sebar taat ppkm vaksin,positif
1454,ppkm ganti sekolah libur gila anak anak butuh refreshing dar goler,negatif
1455,jaga prokes tertib ppkm,positif
1456,ready jual netflix premium info dm whatsapp http,netral
1457,ready jual netflix premium info dm whatsapp,netral
1458,allah kesana rakyat susah ulah ppkm ditenga,negatif
1459,agustus makji kerja kena dampak ppkm,positif
1460,artikel wacana bijak ppkm level nataru dampak laku umkm indonesia,positif
1461,vandemi ppkm muslim gel imprastruktur bunuh ekonomi azas manfaat,negatif
1462,ppkm level kkryd edukasi himbauan prokes wilayah camat tembalang kota semarang kamis,positif
1463,bekas batal ppkm level sambut otobus,positif
1464,artikel wacana bijak ppkm level nataru dampak laku umkm,positif
1465,instruksi mendagri baru ganti ppkm level natal imendagri,positif
